codice_aic;principio_attivo;quantita;unita_misura
045820026;PHYTOLACCA DECANDRA;;
045820038;PHYTOLACCA DECANDRA;;
045820040;PHYTOLACCA DECANDRA;;
045820053;PHYTOLACCA DECANDRA;;
045820065;PHYTOLACCA DECANDRA;;
045820077;PHYTOLACCA DECANDRA;;
045820089;PHYTOLACCA DECANDRA;;
045820091;PHYTOLACCA DECANDRA;;
045820103;PHYTOLACCA DECANDRA;;
045820115;PHYTOLACCA DECANDRA;;
045820127;PHYTOLACCA DECANDRA;;
045820139;PHYTOLACCA DECANDRA;;
045820141;PHYTOLACCA DECANDRA;;
045820154;PHYTOLACCA DECANDRA;;
045820166;PHYTOLACCA DECANDRA;;
045820178;PHYTOLACCA DECANDRA;;
045820180;PHYTOLACCA DECANDRA;;
045820192;PHYTOLACCA DECANDRA;;
045820204;PHYTOLACCA DECANDRA;;
045820216;PHYTOLACCA DECANDRA;;
045820228;PHYTOLACCA DECANDRA;;
045820230;PHYTOLACCA DECANDRA;;
045820242;PHYTOLACCA DECANDRA;;
045820255;PHYTOLACCA DECANDRA;;
045820267;PHYTOLACCA DECANDRA;;
045820279;PHYTOLACCA DECANDRA;;
045820281;PHYTOLACCA DECANDRA;;
045820293;PHYTOLACCA DECANDRA;;
045820305;PHYTOLACCA DECANDRA;;
045820317;PHYTOLACCA DECANDRA;;
045820329;PHYTOLACCA DECANDRA;;
045820331;PHYTOLACCA DECANDRA;;
045820343;PHYTOLACCA DECANDRA;;
045820356;PHYTOLACCA DECANDRA;;
045820368;PHYTOLACCA DECANDRA;;
045820370;PHYTOLACCA DECANDRA;;
045820382;PHYTOLACCA DECANDRA;;
045820394;PHYTOLACCA DECANDRA;;
045820406;PHYTOLACCA DECANDRA;;
045820418;PHYTOLACCA DECANDRA;;
045820420;PHYTOLACCA DECANDRA;;
045820432;PHYTOLACCA DECANDRA;;
045820444;PHYTOLACCA DECANDRA;;
045820457;PHYTOLACCA DECANDRA;;
045820469;PHYTOLACCA DECANDRA;;
045820471;PHYTOLACCA DECANDRA;;
045820483;PHYTOLACCA DECANDRA;;
045820495;PHYTOLACCA DECANDRA;;
045820507;PHYTOLACCA DECANDRA;;
045820519;PHYTOLACCA DECANDRA;;
045820521;PHYTOLACCA DECANDRA;;
045820533;PHYTOLACCA DECANDRA;;
045820545;PHYTOLACCA DECANDRA;;
045820558;PHYTOLACCA DECANDRA;;
045820560;PHYTOLACCA DECANDRA;;
045820572;PHYTOLACCA DECANDRA;;
045820584;PHYTOLACCA DECANDRA;;
045820596;PHYTOLACCA DECANDRA;;
045820608;PHYTOLACCA DECANDRA;;
045820610;PHYTOLACCA DECANDRA;;
045820622;PHYTOLACCA DECANDRA;;
045820634;PHYTOLACCA DECANDRA;;
045820646;PHYTOLACCA DECANDRA;;
045820659;PHYTOLACCA DECANDRA;;
045820661;PHYTOLACCA DECANDRA;;
045820673;PHYTOLACCA DECANDRA;;
045820685;PHYTOLACCA DECANDRA;;
045820697;PHYTOLACCA DECANDRA;;
045820709;PHYTOLACCA DECANDRA;;
045820711;PHYTOLACCA DECANDRA;;
045820723;PHYTOLACCA DECANDRA;;
045820735;PHYTOLACCA DECANDRA;;
045820747;PHYTOLACCA DECANDRA;;
045820750;PHYTOLACCA DECANDRA;;
045820762;PHYTOLACCA DECANDRA;;
045820774;PHYTOLACCA DECANDRA;;
045820786;PHYTOLACCA DECANDRA;;
045820798;PHYTOLACCA DECANDRA;;
045820800;PHYTOLACCA DECANDRA;;
045820812;PHYTOLACCA DECANDRA;;
045820824;PHYTOLACCA DECANDRA;;
045820836;PHYTOLACCA DECANDRA;;
045820848;PHYTOLACCA DECANDRA;;
045820851;PHYTOLACCA DECANDRA;;
045820863;PHYTOLACCA DECANDRA;;
045820875;PHYTOLACCA DECANDRA;;
045820887;PHYTOLACCA DECANDRA;;
045820899;PHYTOLACCA DECANDRA;;
045820901;PHYTOLACCA DECANDRA;;
045821016;ACIDUM MURIATICUM;;
045821028;ACIDUM MURIATICUM;;
045821030;ACIDUM MURIATICUM;;
045821042;ACIDUM MURIATICUM;;
045821055;ACIDUM MURIATICUM;;
045821067;ACIDUM MURIATICUM;;
045821079;ACIDUM MURIATICUM;;
045821081;ACIDUM MURIATICUM;;
045821093;ACIDUM MURIATICUM;;
045821105;ACIDUM MURIATICUM;;
045821117;ACIDUM MURIATICUM;;
045821129;ACIDUM MURIATICUM;;
045821131;ACIDUM MURIATICUM;;
045821143;ACIDUM MURIATICUM;;
045821156;ACIDUM MURIATICUM;;
045821168;ACIDUM MURIATICUM;;
045821170;ACIDUM MURIATICUM;;
045821182;ACIDUM MURIATICUM;;
045821194;ACIDUM MURIATICUM;;
045821206;ACIDUM MURIATICUM;;
045821218;ACIDUM MURIATICUM;;
045821220;ACIDUM MURIATICUM;;
045821232;ACIDUM MURIATICUM;;
045821244;ACIDUM MURIATICUM;;
045821257;ACIDUM MURIATICUM;;
045821269;ACIDUM MURIATICUM;;
045821271;ACIDUM MURIATICUM;;
045821283;ACIDUM MURIATICUM;;
045821295;ACIDUM MURIATICUM;;
045821307;ACIDUM MURIATICUM;;
045821319;ACIDUM MURIATICUM;;
045821321;ACIDUM MURIATICUM;;
045821333;ACIDUM MURIATICUM;;
045821345;ACIDUM MURIATICUM;;
045821358;ACIDUM MURIATICUM;;
045821360;ACIDUM MURIATICUM;;
045821372;ACIDUM MURIATICUM;;
045821384;ACIDUM MURIATICUM;;
045821396;ACIDUM MURIATICUM;;
045821408;ACIDUM MURIATICUM;;
045821410;ACIDUM MURIATICUM;;
045821422;ACIDUM MURIATICUM;;
045821434;ACIDUM MURIATICUM;;
045821446;ACIDUM MURIATICUM;;
045821459;ACIDUM MURIATICUM;;
045821461;ACIDUM MURIATICUM;;
045821473;ACIDUM MURIATICUM;;
045821485;ACIDUM MURIATICUM;;
045821497;ACIDUM MURIATICUM;;
045821509;ACIDUM MURIATICUM;;
045821511;ACIDUM MURIATICUM;;
045821523;ACIDUM MURIATICUM;;
045821535;ACIDUM MURIATICUM;;
045821547;ACIDUM MURIATICUM;;
045821550;ACIDUM MURIATICUM;;
045821562;ACIDUM MURIATICUM;;
045821574;ACIDUM MURIATICUM;;
045821586;ACIDUM MURIATICUM;;
045821598;ACIDUM MURIATICUM;;
045821600;ACIDUM MURIATICUM;;
045821612;ACIDUM MURIATICUM;;
045821624;ACIDUM MURIATICUM;;
045821636;ACIDUM MURIATICUM;;
045821648;ACIDUM MURIATICUM;;
045821651;ACIDUM MURIATICUM;;
045821663;ACIDUM MURIATICUM;;
045821675;ACIDUM MURIATICUM;;
045821687;ACIDUM MURIATICUM;;
045821699;ACIDUM MURIATICUM;;
045821701;ACIDUM MURIATICUM;;
045821713;ACIDUM MURIATICUM;;
045821725;ACIDUM MURIATICUM;;
045821737;ACIDUM MURIATICUM;;
045821749;ACIDUM MURIATICUM;;
045821752;ACIDUM MURIATICUM;;
045821764;ACIDUM MURIATICUM;;
045821776;ACIDUM MURIATICUM;;
045821788;ACIDUM MURIATICUM;;
045821790;ACIDUM MURIATICUM;;
045821802;ACIDUM MURIATICUM;;
045821814;ACIDUM MURIATICUM;;
045821826;ACIDUM MURIATICUM;;
045821838;ACIDUM MURIATICUM;;
045821840;ACIDUM MURIATICUM;;
045821853;ACIDUM MURIATICUM;;
045821865;ACIDUM MURIATICUM;;
045821877;ACIDUM MURIATICUM;;
045821889;ACIDUM MURIATICUM;;
045821891;ACIDUM MURIATICUM;;
045821903;ACIDUM MURIATICUM;;
045821915;ACIDUM MURIATICUM;;
045821927;ACIDUM MURIATICUM;;
045821939;ACIDUM MURIATICUM;;
045821941;ACIDUM MURIATICUM;;
045821954;ACIDUM MURIATICUM;;
045821966;ACIDUM MURIATICUM;;
045821978;ACIDUM MURIATICUM;;
045821980;ACIDUM MURIATICUM;;
045821992;ACIDUM MURIATICUM;;
045822018;ACIDUM MURIATICUM;;
045822020;ACIDUM MURIATICUM;;
045822032;ACIDUM MURIATICUM;;
045822044;ACIDUM MURIATICUM;;
045822057;ACIDUM MURIATICUM;;
045822069;ACIDUM MURIATICUM;;
045823010;FILTRATO DI ANTIGENI DEL BACILLUS ANTHRACIS;50;microgrammi
045824012;ZOLPIDEM TARTRATO;5;MG
045824012;ZOLPIDEM;5;milligrammi
045824012;ZOLPIDEM;5;MG
045824012;ZOLPIDEM TARTRATO;5;milligrammi
045824024;ZOLPIDEM;5;milligrammi
045824024;ZOLPIDEM TARTRATO;5;MG
045824024;ZOLPIDEM TARTRATO;5;milligrammi
045824024;ZOLPIDEM;5;MG
045824036;ZOLPIDEM TARTRATO;5;MG
045824036;ZOLPIDEM TARTRATO;5;milligrammi
045824036;ZOLPIDEM;5;milligrammi
045824036;ZOLPIDEM;5;MG
045824048;ZOLPIDEM TARTRATO;5;milligrammi
045824048;ZOLPIDEM;5;milligrammi
045824048;ZOLPIDEM TARTRATO;5;MG
045824048;ZOLPIDEM;5;MG
045824051;ZOLPIDEM;10;milligrammi
045824051;ZOLPIDEM TARTRATO;10;milligrammi
045824051;ZOLPIDEM;10;MG
045824051;ZOLPIDEM TARTRATO;10;MG
045824063;ZOLPIDEM;10;milligrammi
045824063;ZOLPIDEM TARTRATO;10;MG
045824063;ZOLPIDEM TARTRATO;10;milligrammi
045824063;ZOLPIDEM;10;MG
045825015;Estratto di allergeni di polline di Erbacee-Ambrosia Artemisifolia;;
045825027;Estratto di allergeni di polline di Erbacee-Ambrosia Artemisifolia;;
045826017;IBUPROFENE;400;MG
045826017;IBUPROFENE;400;milligrammi
045826029;IBUPROFENE;400;MG
045826029;IBUPROFENE;400;milligrammi
045826031;IBUPROFENE;600;MG
045826031;IBUPROFENE;600;milligrammi
045826043;IBUPROFENE;600;MG
045826043;IBUPROFENE;600;milligrammi
045827019;EZETIMIBE;10;MG
045827019;EZETIMIBE;10;milligrammi
045827019;ROSUVASTATIN CALCIUM;5;MG
045827019;ROSUVASTATIN CALCIUM;5;milligrammi
045827021;EZETIMIBE;10;MG
045827021;ROSUVASTATIN CALCIUM;5;milligrammi
045827021;EZETIMIBE;10;milligrammi
045827021;ROSUVASTATIN CALCIUM;5;MG
045827033;EZETIMIBE;10;milligrammi
045827033;ROSUVASTATIN CALCIUM;10;milligrammi
045827033;ROSUVASTATIN CALCIUM;10;MG
045827033;EZETIMIBE;10;MG
045827045;ROSUVASTATIN CALCIUM;10;MG
045827045;EZETIMIBE;10;MG
045827045;ROSUVASTATIN CALCIUM;10;milligrammi
045827045;EZETIMIBE;10;milligrammi
045827058;ROSUVASTATIN CALCIUM;20;milligrammi
045827058;EZETIMIBE;10;milligrammi
045827058;EZETIMIBE;10;MG
045827058;ROSUVASTATIN CALCIUM;20;MG
045827060;EZETIMIBE;10;milligrammi
045827060;EZETIMIBE;10;MG
045827060;ROSUVASTATIN CALCIUM;20;milligrammi
045827060;ROSUVASTATIN CALCIUM;20;MG
045828011;MERCURIUS CORROSIVUS;;
045828023;MERCURIUS CORROSIVUS;;
045828035;MERCURIUS CORROSIVUS;;
045828047;MERCURIUS CORROSIVUS;;
045828050;MERCURIUS CORROSIVUS;;
045828062;MERCURIUS CORROSIVUS;;
045828074;MERCURIUS CORROSIVUS;;
045828086;MERCURIUS CORROSIVUS;;
045828098;MERCURIUS CORROSIVUS;;
045828100;MERCURIUS CORROSIVUS;;
045828112;MERCURIUS CORROSIVUS;;
045828124;MERCURIUS CORROSIVUS;;
045828136;MERCURIUS CORROSIVUS;;
045828148;MERCURIUS CORROSIVUS;;
045828151;MERCURIUS CORROSIVUS;;
045828163;MERCURIUS CORROSIVUS;;
045828175;MERCURIUS CORROSIVUS;;
045828187;MERCURIUS CORROSIVUS;;
045828199;MERCURIUS CORROSIVUS;;
045828201;MERCURIUS CORROSIVUS;;
045828213;MERCURIUS CORROSIVUS;;
045828225;MERCURIUS CORROSIVUS;;
045828237;MERCURIUS CORROSIVUS;;
045828249;MERCURIUS CORROSIVUS;;
045828252;MERCURIUS CORROSIVUS;;
045828264;MERCURIUS CORROSIVUS;;
045828276;MERCURIUS CORROSIVUS;;
045828288;MERCURIUS CORROSIVUS;;
045828290;MERCURIUS CORROSIVUS;;
045828302;MERCURIUS CORROSIVUS;;
045828314;MERCURIUS CORROSIVUS;;
045828326;MERCURIUS CORROSIVUS;;
045828338;MERCURIUS CORROSIVUS;;
045828340;MERCURIUS CORROSIVUS;;
045828353;MERCURIUS CORROSIVUS;;
045828365;MERCURIUS CORROSIVUS;;
045828377;MERCURIUS CORROSIVUS;;
045828389;MERCURIUS CORROSIVUS;;
045828391;MERCURIUS CORROSIVUS;;
045828403;MERCURIUS CORROSIVUS;;
045828415;MERCURIUS CORROSIVUS;;
045828427;MERCURIUS CORROSIVUS;;
045828439;MERCURIUS CORROSIVUS;;
045828441;MERCURIUS CORROSIVUS;;
045828454;MERCURIUS CORROSIVUS;;
045828466;MERCURIUS CORROSIVUS;;
045828478;MERCURIUS CORROSIVUS;;
045828480;MERCURIUS CORROSIVUS;;
045828492;MERCURIUS CORROSIVUS;;
045828504;MERCURIUS CORROSIVUS;;
045828516;MERCURIUS CORROSIVUS;;
045828528;MERCURIUS CORROSIVUS;;
045828530;MERCURIUS CORROSIVUS;;
045828542;MERCURIUS CORROSIVUS;;
045828555;MERCURIUS CORROSIVUS;;
045828567;MERCURIUS CORROSIVUS;;
045828579;MERCURIUS CORROSIVUS;;
045828581;MERCURIUS CORROSIVUS;;
045828593;MERCURIUS CORROSIVUS;;
045828605;MERCURIUS CORROSIVUS;;
045828617;MERCURIUS CORROSIVUS;;
045828629;MERCURIUS CORROSIVUS;;
045828631;MERCURIUS CORROSIVUS;;
045828643;MERCURIUS CORROSIVUS;;
045828656;MERCURIUS CORROSIVUS;;
045828668;MERCURIUS CORROSIVUS;;
045828670;MERCURIUS CORROSIVUS;;
045828682;MERCURIUS CORROSIVUS;;
045828694;MERCURIUS CORROSIVUS;;
045828706;MERCURIUS CORROSIVUS;;
045828718;MERCURIUS CORROSIVUS;;
045828720;MERCURIUS CORROSIVUS;;
045828732;MERCURIUS CORROSIVUS;;
045828744;MERCURIUS CORROSIVUS;;
045828757;MERCURIUS CORROSIVUS;;
045828769;MERCURIUS CORROSIVUS;;
045828771;MERCURIUS CORROSIVUS;;
045828783;MERCURIUS CORROSIVUS;;
045828795;MERCURIUS CORROSIVUS;;
045828807;MERCURIUS CORROSIVUS;;
045828819;MERCURIUS CORROSIVUS;;
045828821;MERCURIUS CORROSIVUS;;
045828833;MERCURIUS CORROSIVUS;;
045828845;MERCURIUS CORROSIVUS;;
045828858;MERCURIUS CORROSIVUS;;
045828860;MERCURIUS CORROSIVUS;;
045828872;MERCURIUS CORROSIVUS;;
045828884;MERCURIUS CORROSIVUS;;
045828896;MERCURIUS CORROSIVUS;;
045828908;MERCURIUS CORROSIVUS;;
045829013;NITISINONE;5;MG
045829013;NITISINONE;5;milligrammi
045829025;NITISINONE;10;MG
045829025;NITISINONE;10;milligrammi
045829037;NITISINONE;2;milligrammi
045829037;NITISINONE;2;MG
045829049;NITISINONE;20;MG
045829049;NITISINONE;20;milligrammi
045829052;NITISINONE;5;milligrammi
045829052;NITISINONE;5;MG
045829064;NITISINONE;10;MG
045829064;NITISINONE;10;milligrammi
045829076;NITISINONE;2;MG
045829076;NITISINONE;2;milligrammi
045829088;NITISINONE;20;milligrammi
045829088;NITISINONE;20;MG
045830015;AMOROLFINA CLORIDRATO;5;Gram Percent
045830027;AMOROLFINA CLORIDRATO;5;Gram Percent
045830039;N.D.;0;N.D.
045831017;AMOROLFINA CLORIDRATO;;
045831029;AMOROLFINA CLORIDRATO;;
045831031;AMOROLFINA CLORIDRATO;;
045832019;OLMESARTAN MEDOXOMIL;20;MG
045832019;OLMESARTAN MEDOXOMIL;20;milligrammi
045832019;AMLODIPINA;5;MG
045832019;AMLODIPINA;5;milligrammi
045832021;OLMESARTAN MEDOXOMIL;20;milligrammi
045832021;OLMESARTAN MEDOXOMIL;20;MG
045832021;AMLODIPINA;5;milligrammi
045832021;AMLODIPINA;5;MG
045832033;OLMESARTAN MEDOXOMIL;40;milligrammi
045832033;AMLODIPINA;5;milligrammi
045832033;OLMESARTAN MEDOXOMIL;40;MG
045832033;AMLODIPINA;5;MG
045832045;OLMESARTAN MEDOXOMIL;40;milligrammi
045832045;OLMESARTAN MEDOXOMIL;40;MG
045832045;AMLODIPINA;5;MG
045832045;AMLODIPINA;5;milligrammi
045832058;AMLODIPINA;10;MG
045832058;OLMESARTAN MEDOXOMIL;40;milligrammi
045832058;OLMESARTAN MEDOXOMIL;40;MG
045832058;AMLODIPINA;10;milligrammi
045832060;AMLODIPINA;10;milligrammi
045832060;OLMESARTAN MEDOXOMIL;40;MG
045832060;OLMESARTAN MEDOXOMIL;40;milligrammi
045832060;AMLODIPINA;10;MG
045833011;MICOFENOLATO MOFETILE;500;MG
045833011;MICOFENOLATO MOFETILE;500;milligrammi
045833023;MICOFENOLATO MOFETILE;500;milligrammi
045833023;MICOFENOLATO MOFETILE;500;MG
045833035;MICOFENOLATO MOFETILE;500;MG
045833035;MICOFENOLATO MOFETILE;500;milligrammi
045834013;SUNITINIB;12.5;MG
045834013;SUNITINIB;12.5;milligrammi
045834025;SUNITINIB;12.5;milligrammi
045834025;SUNITINIB;12.5;MG
045834037;SUNITINIB;12.5;MG
045834037;SUNITINIB;12.5;milligrammi
045834049;SUNITINIB;12.5;MG
045834049;SUNITINIB;12.5;milligrammi
045834052;SUNITINIB;12.5;MG
045834052;SUNITINIB;12.5;milligrammi
045834064;SUNITINIB;25;milligrammi
045834064;SUNITINIB;25;MG
045834076;SUNITINIB;25;milligrammi
045834076;SUNITINIB;25;MG
045834088;SUNITINIB;25;milligrammi
045834088;SUNITINIB;25;MG
045834090;SUNITINIB;25;MG
045834090;SUNITINIB;25;milligrammi
045834102;SUNITINIB;25;milligrammi
045834102;SUNITINIB;25;MG
045834114;SUNITINIB;37.5;milligrammi
045834114;SUNITINIB;37.5;MG
045834126;SUNITINIB;37.5;MG
045834126;SUNITINIB;37.5;milligrammi
045834138;SUNITINIB;37.5;MG
045834138;SUNITINIB;37.5;milligrammi
045834140;SUNITINIB;37.5;MG
045834140;SUNITINIB;37.5;milligrammi
045834153;SUNITINIB;37.5;MG
045834153;SUNITINIB;37.5;milligrammi
045834165;SUNITINIB;50;milligrammi
045834165;SUNITINIB;50;MG
045834177;SUNITINIB;50;MG
045834177;SUNITINIB;50;milligrammi
045834189;SUNITINIB;50;milligrammi
045834189;SUNITINIB;50;MG
045834191;SUNITINIB;50;MG
045834191;SUNITINIB;50;milligrammi
045834203;SUNITINIB;50;MG
045834203;SUNITINIB;50;milligrammi
045835016;EZETIMIBE;10;milligrammi
045835016;EZETIMIBE;10;MG
045835028;EZETIMIBE;10;milligrammi
045835028;EZETIMIBE;10;MG
045835030;EZETIMIBE;10;MG
045835030;EZETIMIBE;10;milligrammi
045835042;EZETIMIBE;10;milligrammi
045835042;EZETIMIBE;10;MG
045835055;EZETIMIBE;10;MG
045835055;EZETIMIBE;10;milligrammi
045835067;EZETIMIBE;10;milligrammi
045835067;EZETIMIBE;10;MG
045835079;EZETIMIBE;10;milligrammi
045835079;EZETIMIBE;10;MG
045836018;ROSUVASTATINA;;
045836018;AMLODIPINA;;
045836020;AMLODIPINA;;
045836020;ROSUVASTATINA;;
045836032;AMLODIPINA;;
045836032;ROSUVASTATINA;;
045836044;ROSUVASTATINA;;
045836044;AMLODIPINA;;
045836057;ROSUVASTATINA;;
045836057;AMLODIPINA;;
045836069;ROSUVASTATINA;;
045836069;AMLODIPINA;;
045836071;AMLODIPINA;;
045836071;ROSUVASTATINA;;
045836083;AMLODIPINA;;
045836083;ROSUVASTATINA;;
045836095;AMLODIPINA;;
045836095;ROSUVASTATINA;;
045836107;ROSUVASTATINA;;
045836107;AMLODIPINA;;
045836119;AMLODIPINA;;
045836119;ROSUVASTATINA;;
045836121;AMLODIPINA;;
045836121;ROSUVASTATINA;;
045836133;AMLODIPINA;;
045836133;ROSUVASTATINA;;
045836145;ROSUVASTATINA;;
045836145;AMLODIPINA;;
045836158;ROSUVASTATINA;;
045836158;AMLODIPINA;;
045836160;AMLODIPINA;;
045836160;ROSUVASTATINA;;
045836172;ROSUVASTATINA;;
045836172;AMLODIPINA;;
045836184;ROSUVASTATINA;;
045836184;AMLODIPINA;;
045836196;ROSUVASTATINA;;
045836196;AMLODIPINA;;
045836208;ROSUVASTATINA;;
045836208;AMLODIPINA;;
045836210;AMLODIPINA;;
045836210;ROSUVASTATINA;;
045836222;AMLODIPINA;;
045836222;ROSUVASTATINA;;
045836234;AMLODIPINA;;
045836234;ROSUVASTATINA;;
045836246;AMLODIPINA;;
045836246;ROSUVASTATINA;;
045836259;AMLODIPINA;;
045836259;ROSUVASTATINA;;
045836261;AMLODIPINA;;
045836261;ROSUVASTATINA;;
045836273;AMLODIPINA;;
045836273;ROSUVASTATINA;;
045836285;ROSUVASTATINA;;
045836285;AMLODIPINA;;
045836297;ROSUVASTATINA;;
045836297;AMLODIPINA;;
045836309;ROSUVASTATINA;;
045836309;AMLODIPINA;;
045836311;ROSUVASTATINA;;
045836311;AMLODIPINA;;
045836323;AMLODIPINA;;
045836323;ROSUVASTATINA;;
045836335;AMLODIPINA;;
045836335;ROSUVASTATINA;;
045836347;AMLODIPINA;;
045836347;ROSUVASTATINA;;
045836350;AMLODIPINA;;
045836350;ROSUVASTATINA;;
045836362;ROSUVASTATINA;;
045836362;AMLODIPINA;;
045836374;ROSUVASTATINA;;
045836374;AMLODIPINA;;
045837010;PIRACETAM;200;milligram(s)/millilitre
045837022;PIRACETAM;200;milligram(s)/millilitre
045838012;ERLOTINIB;100;milligrammi
045838012;ERLOTINIB;100;MG
045838024;ERLOTINIB;150;milligrammi
045838024;ERLOTINIB;150;MG
045839014;BROMFENAC;0.9;milligram(s)/millilitre
045840016;LACIDIPINE;4;milligrammi
045840016;LACIDIPINE;4;MG
045840028;LACIDIPINE;6;MG
045840028;LACIDIPINE;6;milligrammi
045841018;ARSENICUM IODATUM;;
045841020;ARSENICUM IODATUM;;
045841032;ARSENICUM IODATUM;;
045841044;ARSENICUM IODATUM;;
045841057;ARSENICUM IODATUM;;
045841069;ARSENICUM IODATUM;;
045841071;ARSENICUM IODATUM;;
045841083;ARSENICUM IODATUM;;
045841095;ARSENICUM IODATUM;;
045841107;ARSENICUM IODATUM;;
045841119;ARSENICUM IODATUM;;
045841121;ARSENICUM IODATUM;;
045841133;ARSENICUM IODATUM;;
045841145;ARSENICUM IODATUM;;
045841158;ARSENICUM IODATUM;;
045841160;ARSENICUM IODATUM;;
045841172;ARSENICUM IODATUM;;
045841184;ARSENICUM IODATUM;;
045841196;ARSENICUM IODATUM;;
045841208;ARSENICUM IODATUM;;
045841210;ARSENICUM IODATUM;;
045841222;ARSENICUM IODATUM;;
045841234;ARSENICUM IODATUM;;
045841246;ARSENICUM IODATUM;;
045841259;ARSENICUM IODATUM;;
045841261;ARSENICUM IODATUM;;
045841273;ARSENICUM IODATUM;;
045841285;ARSENICUM IODATUM;;
045841297;ARSENICUM IODATUM;;
045841309;ARSENICUM IODATUM;;
045841311;ARSENICUM IODATUM;;
045841323;ARSENICUM IODATUM;;
045841335;ARSENICUM IODATUM;;
045841347;ARSENICUM IODATUM;;
045841350;ARSENICUM IODATUM;;
045841362;ARSENICUM IODATUM;;
045841374;ARSENICUM IODATUM;;
045841386;ARSENICUM IODATUM;;
045841398;ARSENICUM IODATUM;;
045841400;ARSENICUM IODATUM;;
045841412;ARSENICUM IODATUM;;
045841424;ARSENICUM IODATUM;;
045841436;ARSENICUM IODATUM;;
045841448;ARSENICUM IODATUM;;
045841451;ARSENICUM IODATUM;;
045841463;ARSENICUM IODATUM;;
045841475;ARSENICUM IODATUM;;
045841487;ARSENICUM IODATUM;;
045841499;ARSENICUM IODATUM;;
045841501;ARSENICUM IODATUM;;
045841513;ARSENICUM IODATUM;;
045841525;ARSENICUM IODATUM;;
045841537;ARSENICUM IODATUM;;
045841549;ARSENICUM IODATUM;;
045841552;ARSENICUM IODATUM;;
045841564;ARSENICUM IODATUM;;
045841576;ARSENICUM IODATUM;;
045841588;ARSENICUM IODATUM;;
045841590;ARSENICUM IODATUM;;
045841602;ARSENICUM IODATUM;;
045841614;ARSENICUM IODATUM;;
045841626;ARSENICUM IODATUM;;
045841638;ARSENICUM IODATUM;;
045841640;ARSENICUM IODATUM;;
045841653;ARSENICUM IODATUM;;
045841665;ARSENICUM IODATUM;;
045841677;ARSENICUM IODATUM;;
045841689;ARSENICUM IODATUM;;
045841691;ARSENICUM IODATUM;;
045841703;ARSENICUM IODATUM;;
045841715;ARSENICUM IODATUM;;
045841727;ARSENICUM IODATUM;;
045841739;ARSENICUM IODATUM;;
045841741;ARSENICUM IODATUM;;
045841754;ARSENICUM IODATUM;;
045841766;ARSENICUM IODATUM;;
045841778;ARSENICUM IODATUM;;
045841780;ARSENICUM IODATUM;;
045841792;ARSENICUM IODATUM;;
045841804;ARSENICUM IODATUM;;
045841816;ARSENICUM IODATUM;;
045841828;ARSENICUM IODATUM;;
045841830;ARSENICUM IODATUM;;
045841842;ARSENICUM IODATUM;;
045841855;ARSENICUM IODATUM;;
045841867;ARSENICUM IODATUM;;
045841879;ARSENICUM IODATUM;;
045841881;ARSENICUM IODATUM;;
045841893;ARSENICUM IODATUM;;
045841905;ARSENICUM IODATUM;;
045841917;ARSENICUM IODATUM;;
045841929;ARSENICUM IODATUM;;
045841931;ARSENICUM IODATUM;;
045841943;ARSENICUM IODATUM;;
045841956;ARSENICUM IODATUM;;
045841968;ARSENICUM IODATUM;;
045841970;ARSENICUM IODATUM;;
045841982;ARSENICUM IODATUM;;
045841994;ARSENICUM IODATUM;;
045842010;SULFUR;;N.D.
045842022;SULFUR;;N.D.
045842034;SULFUR;;N.D.
045842046;SULFUR;;N.D.
045842059;SULFUR;;N.D.
045842061;SULFUR;;N.D.
045842073;SULFUR;;N.D.
045842085;SULFUR;;N.D.
045842097;SULFUR;;N.D.
045842109;SULFUR;;N.D.
045842111;SULFUR;;N.D.
045842123;SULFUR;;N.D.
045842135;SULFUR;;N.D.
045842147;SULFUR;;N.D.
045842150;SULFUR;;N.D.
045842162;SULFUR;;N.D.
045842174;SULFUR;;N.D.
045842186;SULFUR;;N.D.
045842198;SULFUR;;N.D.
045842200;SULFUR;;N.D.
045842212;SULFUR;;N.D.
045842224;SULFUR;;N.D.
045842236;SULFUR;;N.D.
045842248;SULFUR;;N.D.
045842251;SULFUR;;N.D.
045842263;SULFUR;;N.D.
045842275;SULFUR;;N.D.
045842287;SULFUR;;N.D.
045842299;SULFUR;;N.D.
045842301;SULFUR;;N.D.
045842313;SULFUR;;N.D.
045842325;SULFUR;;N.D.
045842337;SULFUR;;N.D.
045842349;SULFUR;;N.D.
045842352;SULFUR;;N.D.
045842364;SULFUR;;N.D.
045842376;SULFUR;;N.D.
045842388;SULFUR;;N.D.
045842390;SULFUR;;N.D.
045842402;SULFUR;;N.D.
045842414;SULFUR;;N.D.
045842426;SULFUR;;N.D.
045842438;SULFUR;;N.D.
045842440;SULFUR;;N.D.
045842453;SULFUR;;N.D.
045842465;SULFUR;;N.D.
045842477;SULFUR;;N.D.
045842489;SULFUR;;N.D.
045842491;SULFUR;;N.D.
045842503;SULFUR;;N.D.
045842515;SULFUR;;N.D.
045842527;SULFUR;;N.D.
045842539;SULFUR;;N.D.
045842541;SULFUR;;N.D.
045842554;SULFUR;;N.D.
045842566;SULFUR;;N.D.
045842578;SULFUR;;N.D.
045842580;SULFUR;;N.D.
045842592;SULFUR;;N.D.
045842604;SULFUR;;N.D.
045842616;SULFUR;;N.D.
045842628;SULFUR;;N.D.
045842630;SULFUR;;N.D.
