codice_aic;principio_attivo;quantita;unita_misura
001861057;ACIDO COLICO/NICOTINAMIDE/BOLDO/CASCARA;;
001863012;N.D.;0;N.D.
001863024;N.D.;0;N.D.
001863036;N.D.;0;N.D.
001863048;N.D.;0;N.D.
001863051;N.D.;0;N.D.
001866019;VACCINO STAFILOCOCCICO;;
001881010;N.D.;0;N.D.
001884016;N.D.;0;N.D.
001884028;VACCINO VAIOLOSO DERMICO LIOFILIZZATO;;
001884030;N.D.;0;N.D.
001891011;GONADOTROPINA CORIONICA;;N.D.
001891023;GONADOTROPINA CORIONICA;;N.D.
001891035;GONADOTROPINA CORIONICA;;N.D.
001891047;GONADOTROPINA CORIONICA;;N.D.
001898016;CANFORA/NIAOULI ESSENZA/EUCALIPTOLO;;
001898028;N.D.;0;N.D.
001898030;CANFORA/NIAOULI ESSENZA/EUCALIPTOLO;;
001898042;CANFORA/NIAOULI ESSENZA/EUCALIPTOLO;;
001898055;CANFORA/NIAOULI ESSENZA/EUCALIPTOLO;100;MG
001898055;CANFORA/NIAOULI ESSENZA/EUCALIPTOLO;100;milligrammi
001910013;COMPLESSO VITAMINICO;;
001910025;COMPLESSO VITAMINICO;;
001921016;N.D.;0;N.D.
001921028;N.D.;0;N.D.
001924012;N.D.;0;N.D.
001924024;N.D.;0;N.D.
001924036;N.D.;0;N.D.
001929013;N.D.;0;N.D.
001929025;N.D.;0;N.D.
001929037;N.D.;0;N.D.
001929049;N.D.;0;N.D.
001941018;N.D.;0;N.D.
001941020;N.D.;0;N.D.
001947011;PROPIFENAZONE/CAFFEINA/ETILMORFINA CLORIDRATO;;
001947023;N.D.;0;N.D.
001955018;N.D.;0;N.D.
001986013;N.D.;0;N.D.
001990011;N.D.;0;N.D.
001990023;N.D.;0;N.D.
001991013;N.D.;0;N.D.
001991025;N.D.;0;N.D.
001991037;N.D.;0;N.D.
002014013;N.D.;0;N.D.
002014025;N.D.;0;N.D.
002014037;N.D.;0;N.D.
002014049;N.D.;0;N.D.
002014052;N.D.;0;N.D.
002014064;RUTOSIDE;;
002015016;ALLUMINIO FOSFATO;;
002021018;AMINOFILLINA;16;milligram(s)/millilitre
002021020;AMINOFILLINA;;
002021032;AMINOFILLINA;24;milligram(s)/millilitre
002021044;AMINOFILLINA;200;MG
002021044;AMINOFILLINA;200;milligrammi
002021057;AMINOFILLINA;;
002021069;AMINOFILLINA;;
002038014;N.D.;0;N.D.
002038026;N.D.;0;N.D.
002038038;PROPIFENAZONE;;
002039016;CLORTETRACICLINA CLORIDRATO;;
002039028;CLORTETRACICLINA CLORIDRATO;;
002039030;CLORTETRACICLINA CLORIDRATO;;
002039042;CLORTETRACICLINA CLORIDRATO;;
002039055;CLORTETRACICLINA CLORIDRATO;;
002039067;CLORTETRACICLINA CLORIDRATO;;
002039079;CLORTETRACICLINA CLORIDRATO;;
002045019;N.D.;0;N.D.
002046011;N.D.;0;N.D.
002047013;N.D.;0;N.D.
002048015;N.D.;0;N.D.
002054017;ZINCO PARAFENOLSOLFONATO/PROCAINA CLORIDRATO;;
002054029;NAFAZOLINA;;
002055010;ATROPINA SOLFATO;1;percent
002055022;ATROPINA SOLFATO;;
002082016;N.D.;0;N.D.
002082028;N.D.;0;N.D.
002089011;N.D.;0;N.D.
002089023;N.D.;0;N.D.
002089035;N.D.;0;N.D.
002089047;N.D.;0;N.D.
002089050;N.D.;0;N.D.
002089062;N.D.;0;N.D.
002089074;N.D.;0;N.D.
002089086;N.D.;0;N.D.
002089098;N.D.;0;N.D.
002089100;N.D.;0;N.D.
002089112;N.D.;0;N.D.
002089124;N.D.;0;N.D.
002089136;N.D.;0;N.D.
002089148;N.D.;0;N.D.
002089151;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;grammi
002089163;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;
002089175;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;grammi
002089187;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;grammi
002089199;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;
002089201;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;;
002089213;DICLOROFENILCARBINOLO/ARGENTO PROTEINATO;0;grammi
002089225;N.D.;0;N.D.
002089237;N.D.;0;N.D.
002089249;N.D.;0;N.D.
002089252;N.D.;0;N.D.
002089264;N.D.;0;N.D.
002101018;ACIDO ACETILSALICILICO;;
002101020;ACIDO ACETILSALICILICO;;
002101032;ACIDO ACETILSALICILICO;;
002101044;ACIDO ACETILSALICILICO;;
002101057;ACIDO ACETILSALICILICO;;
002109015;N.D.;0;N.D.
002109027;N.D.;0;N.D.
002118014;N.D.;0;N.D.
002118026;N.D.;0;N.D.
002118038;N.D.;0;N.D.
002129017;FENITOINA SODICA;;
002129029;FENITOINA SODICA;;
002129031;FENITOINA SODICA;;
002137014;VACCINO DIFTERICO ADSORBITO;;
002138016;N.D.;0;N.D.
002138028;INOSITOLO/CARCIOFO ESTRATTO FLUIDO/BOLDO ESTRATTO FLUIDO/CARCIOFO ESTRATTO FLUIDO/CASCARA SAGRADA ESTRATTO FLUIDO/CASCARILLA ESTRATTO FLUIDO;;
002152015;N.D.;0;N.D.
002152027;N.D.;0;N.D.
002152039;N.D.;0;N.D.
002162016;N.D.;0;N.D.
002177018;SULFAMETILTIAZOLO;;
002177018;TETRACICLINA;;
002192019;ACIDO ASCORBICO;1;grammi
002192021;ACIDO ASCORBICO;;
002192033;ACIDO ASCORBICO;;
002192045;ACIDO ASCORBICO;1;grammi
002192058;ACIDO ASCORBICO;500;MG
002192058;ACIDO ASCORBICO;500;milligrammi
002201010;CLORAMFENICOLO;;
002201022;CLORAMFENICOLO PALMITATO;;
002202012;N.D.;0;N.D.
002202024;ALFA TOCOFEROLO;;
002202036;ALFA TOCOFEROLO;;
002202048;ALFA TOCOFEROLO;;
002207013;N.D.;0;N.D.
002207025;N.D.;0;N.D.
002222014;RETINOLO PALMITATO;;
002222026;RETINOLO PALMITATO;3;percent
002222038;RETINOLO PALMITATO;3;percent
002238018;VACCINO TETANICO ADSORBITO;0.5;millilitre
002238020;VACCINO TETANICO ADSORBITO;10;DOSE       TEST MODIFICA CO#
002238032;VACCINO TETANICO ADSORBITO;20;DOSE       TEST MODIFICA CO#
002238044;VACCINO TETANICO ADSORBITO;0.5;millilitre
002238057;VACCINO TETANICO ADSORBITO;0.5;millilitre
002258010;FERRO CITRATO AMMONIACALE/COMPLESSO VITAMINICO;;
002258022;FERRO CITRATO AMMONIACALE/COMPLESSO VITAMINICO;;
002258034;FERRO CITRATO AMMONIACALE/COMPLESSO VITAMINICO;;
002260014;N.D.;0;N.D.
002262018;N.D.;0;N.D.
002280016;N.D.;0;N.D.
002280028;N.D.;0;N.D.
002285017;SIERIMMUNE ANTITETANICO EQUINO USO UMANO;;
002285029;N.D.;0;N.D.
002285031;SIERIMMUNE ANTITETANICO EQUINO USO UMANO;;
002309019;ACIDO FOLICO;15;MG
002309019;ACIDO FOLICO;15;milligrammi
002309021;ACIDO FOLICO;;N.D.
002309033;ACIDO FOLICO;;
002309045;ACIDO FOLICO;5;MG
002309045;ACIDO FOLICO;5;milligrammi
002309058;ACIDO FOLICO;50;milligrammi
002309058;ACIDO FOLICO;50;MG
002309060;ACIDO FOLICO;5;milligrammi
002309060;ACIDO FOLICO;5;MG
002309072;ACIDO FOLICO;5;milligrammi
002309072;ACIDO FOLICO;5;MG
002319022;N.D.;0;N.D.
002319034;N.D.;0;N.D.
002320012;CASCARA ESTRATTO/GENZIANA ESTRATTO;;
002320024;FITOTERAPICI;;
002320036;FITOTERAPICI;;
002320048;FITOTERAPICI;;
002320051;FITOTERAPICI;;
002320063;CASCARA ESTRATTO/GENZIANA ESTRATTO;;
002320075;CASCARA ESTRATTO/GENZIANA ESTRATTO;;
002320087;CASCARA ESTRATTO/GENZIANA ESTRATTO;;
002320099;CASCARA ESTRATTO/GENZIANA ESTRATTO;;
002336016;N.D.;0;N.D.
002336028;PROTEINA IDROLISATA;;
002336030;N.D.;0;N.D.
002336042;N.D.;0;N.D.
002336055;N.D.;0;N.D.
002336067;PROTEINA IDROLISATA;;
002336079;N.D.;0;N.D.
002336081;PROTEINA IDROLISATA;;
002336093;PROTEINA IDROLISATA;;
002336105;PROTEINA IDROLISATA;;
002336117;PROTEINA IDROLISATA;;
002344012;COMPLESSO VITAMINICO;;
002344024;COMPLESSO VITAMINICO;;
002347019;TIOPENTALE SODICO;0.5;grammi
002347021;TIOPENTALE SODICO;1;grammi
002347033;TIOPENTALE SODICO;5;grammi
002401014;N.D.;0;N.D.
002401026;N.D.;0;N.D.
002418010;GUAIFENESINA;2;percent
002427019;RABARBARO ESTRATTO FLUIDO;;
002427019;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427019;BOLDO ESTRATTO FLUIDO;;
002427019;CASCARA ESTRATTO SECCO;;
002427021;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427021;BOLDO ESTRATTO FLUIDO;;
002427021;CASCARA ESTRATTO SECCO;;
002427021;RABARBARO ESTRATTO FLUIDO;;
002427033;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427033;RABARBARO ESTRATTO FLUIDO;;
002427033;CASCARA ESTRATTO SECCO;;
002427033;BOLDO ESTRATTO FLUIDO;;
002427045;BOLDO ESTRATTO FLUIDO;;
002427045;RABARBARO ESTRATTO FLUIDO;;
002427045;CASCARA ESTRATTO SECCO;;
002427045;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427058;CASCARA ESTRATTO SECCO;;
002427058;RABARBARO ESTRATTO FLUIDO;;
002427058;BOLDO ESTRATTO FLUIDO;;
002427058;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427060;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427060;CASCARA ESTRATTO SECCO;;
002427060;BOLDO ESTRATTO FLUIDO;;
002427060;RABARBARO ESTRATTO FLUIDO;;
002427072;BOLDO ESTRATTO FLUIDO;;
002427072;RABARBARO ESTRATTO FLUIDO;;
002427072;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427072;CASCARA ESTRATTO SECCO;;
002427084;BOLDO ESTRATTO FLUIDO;;
002427084;CASCARA ESTRATTO SECCO;;
002427084;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427084;RABARBARO ESTRATTO FLUIDO;;
002427096;CASCARA ESTRATTO SECCO;;
002427096;BOLDO ESTRATTO FLUIDO;;
002427096;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427096;RABARBARO ESTRATTO FLUIDO;;
002427108;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427108;RABARBARO ESTRATTO FLUIDO;;
002427108;CASCARA ESTRATTO SECCO;;
002427108;BOLDO ESTRATTO FLUIDO;;
002427110;RABARBARO ESTRATTO FLUIDO;;
002427110;BOLDO ESTRATTO FLUIDO;;
002427110;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427110;CASCARA ESTRATTO SECCO;;
002427122;BOLDO ESTRATTO FLUIDO;;
002427122;CASCARA ESTRATTO SECCO;;
002427122;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427122;RABARBARO ESTRATTO FLUIDO;;
002427134;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427134;RABARBARO ESTRATTO FLUIDO;;
002427134;BOLDO ESTRATTO FLUIDO;;
002427134;CASCARA ESTRATTO SECCO;;
002427146;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427146;CASCARA ESTRATTO SECCO;;
002427146;RABARBARO ESTRATTO FLUIDO;;
002427146;BOLDO ESTRATTO FLUIDO;;
002427159;BOLDO ESTRATTO FLUIDO;;
002427159;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427159;CASCARA ESTRATTO SECCO;;
002427159;RABARBARO ESTRATTO FLUIDO;;
002427161;RABARBARO ESTRATTO FLUIDO;;
002427161;CASCARA ESTRATTO SECCO;;
002427161;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427161;BOLDO ESTRATTO FLUIDO;;
002427173;RABARBARO ESTRATTO FLUIDO;;
002427173;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427173;BOLDO ESTRATTO FLUIDO;;
002427173;CASCARA ESTRATTO SECCO;;
002427209;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427209;BOLDO ESTRATTO FLUIDO;;
002427209;CASCARA ESTRATTO SECCO;;
002427209;RABARBARO ESTRATTO FLUIDO;;
002427211;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427211;CASCARA ESTRATTO SECCO;;
002427211;RABARBARO ESTRATTO FLUIDO;;
002427211;BOLDO ESTRATTO FLUIDO;;
002427223;BOLDO ESTRATTO FLUIDO;;
002427223;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427223;CASCARA ESTRATTO SECCO;;
002427223;RABARBARO ESTRATTO FLUIDO;;
002427250;CASCARA ESTRATTO SECCO;;
002427250;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427250;BOLDO ESTRATTO FLUIDO;;
002427250;RABARBARO ESTRATTO FLUIDO;;
002427262;BOLDO ESTRATTO FLUIDO;;
002427262;RABARBARO ESTRATTO FLUIDO;;
002427262;CASCARA ESTRATTO SECCO;;
002427262;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427274;BOLDO ESTRATTO FLUIDO;;
002427274;CASCARA ESTRATTO SECCO;;
002427274;GENZIANA RADICE (Gentiana lutea L.)   estratto molle;;
002427274;RABARBARO ESTRATTO FLUIDO;;
002432019;CASCARA/ALOE/ALOINA;;
002432021;FITOTERAPICI;;
002434013;N.D.;0;N.D.
002434025;N.D.;0;N.D.
002439014;N.D.;0;N.D.
002439026;N.D.;0;N.D.
002439038;N.D.;0;N.D.
002441018;VALERIANA/CAMOMILLA COMUNE;;
002441020;VALERIANA/CAMOMILLA COMUNE;300;milligrammi
002441020;VALERIANA/CAMOMILLA COMUNE;300;MG
002441032;VALERIANA/CAMOMILLA COMUNE;;
002441044;VALERIANA/CAMOMILLA COMUNE;;
002449015;N.D.;0;N.D.
002469017;N.D.;0;N.D.
002473015;N.D.;0;N.D.
002473027;N.D.;0;N.D.
002483016;N.D.;0;N.D.
002483028;N.D.;0;N.D.
002513012;CALCIO GLUCONATO/ACIDO ASCORBICO;;
002516019;PROMETAZINA;;
002516021;PROMETAZINA;;
002516033;PROMETAZINA;;
002516045;PROMETAZINA;50;grammi
002516058;PROMETAZINA;;
002516060;PROMETAZINA;2;percent
002516072;PROMETAZINA;2;percent
002518013;PROPIFENAZONE/DROFENINA;;
002518025;PROPIFENAZONE/DROFENINA;;
002521019;N.D.;0;N.D.
002523013;N.D.;0;N.D.
002525018;N.D.;0;N.D.
002525020;N.D.;0;N.D.
002575013;N.D.;0;N.D.
002575025;N.D.;0;N.D.
002575037;N.D.;0;N.D.
002575049;N.D.;0;N.D.
002575052;N.D.;0;N.D.
002577017;CASCARA/ALOE/ALOINA;;
002584011;N.D.;0;N.D.
002584023;N.D.;0;N.D.
002584035;N.D.;0;N.D.
002584047;N.D.;0;N.D.
002584050;N.D.;0;N.D.
002584062;N.D.;0;N.D.
002587018;NAFAZOLINA NITRATO;;
002588010;N.D.;0;N.D.
002588022;N.D.;0;N.D.
002588034;N.D.;0;N.D.
002588046;N.D.;0;N.D.
002588059;N.D.;0;N.D.
002588061;N.D.;0;N.D.
002599013;N.D.;0;N.D.
002599025;N.D.;0;N.D.
002599037;N.D.;0;N.D.
002646014;PAPAVERINA CLORIDRATO;;
002646026;PAPAVERINA CLORIDRATO;;
002646038;PAPAVERINA CLORIDRATO;;
002646040;PAPAVERINA CLORIDRATO;;
002646053;PAPAVERINA CLORIDRATO;;
002646065;PAPAVERINA CLORIDRATO;20;milligram(s)/millilitre
002646077;PAPAVERINA CLORIDRATO;50;MG
002646077;PAPAVERINA CLORIDRATO;50;milligrammi
002678011;N.D.;0;N.D.
002678023;N.D.;0;N.D.
002678035;N.D.;0;N.D.
002678047;N.D.;0;N.D.
002678050;PROPIFENAZONE;;
002678062;PROPIFENAZONE;;
002678074;PROPIFENAZONE;;
002678086;PROPIFENAZONE;;
002695017;LIEVITO DI BIRRA/COMPLESSO VITAMINICO;;
002695029;LIEVITO DI BIRRA/COMPLESSO VITAMINICO;;
002699015;ACIDO ASCORBICO;;
002699027;ACIDO ASCORBICO/SODIO ASCORBATO;;
002699039;ACIDO ASCORBICO/SODIO ASCORBATO;;
002699041;ACIDO ASCORBICO/SODIO ASCORBATO;4500;MG
002699041;ACIDO ASCORBICO/SODIO ASCORBATO;4500;milligrammi
002699054;N.D.;0;N.D.
002699066;ACIDO ASCORBICO;;
002715011;N.D.;0;N.D.
002715023;BENZILE BENZOATO/BENZOCAINA/CLOFENOTANO;;
002717015;N.D.;0;N.D.
002737017;CODEINA/EFEDRINA CLORIDRATO;;
002737029;CODEINA/EFEDRINA CLORIDRATO;;
002737031;CODEINA/EFEDRINA CLORIDRATO;;
002737043;CODEINA/EFEDRINA CLORIDRATO;;
002737056;CODEINA/EFEDRINA CLORIDRATO;;
002737068;CODEINA/EFEDRINA CLORIDRATO;;
002737070;CODEINA/EFEDRINA CLORIDRATO;;
002737082;CODEINA/EFEDRINA CLORIDRATO;;
002738019;N.D.;0;N.D.
002738021;N.D.;0;N.D.
002738033;PARACETAMOLO/PROPIFENAZONE/CAFFEINA;;
002738045;N.D.;0;N.D.
002738058;PARACETAMOLO/PROPIFENAZONE/CAFFEINA;;N.D.
002738060;PARACETAMOLO/PROPIFENAZONE/CAFFEINA;;N.D.
002738072;PARACETAMOLO/PROPIFENAZONE/CAFFEINA;;N.D.
002755015;N.D.;0;N.D.
002755027;FENOLFTALEINA/ACIDO CITRICO ANIDRO;;
002755039;N.D.;0;N.D.
002755041;FENOLFTALEINA/ACIDO CITRICO ANIDRO;;
002755054;FENOLFTALEINA/ACIDO CITRICO ANIDRO;;
002755066;FENOLFTALEINA/ACIDO CITRICO ANIDRO;;
002780017;N.D.;0;N.D.
002780029;BATROXOBINA;;
002792012;ESTROGENI CONIUGATI NATURALI;;
002792024;ESTROGENI CONIUGATI NATURALI;;
002792036;ESTROGENI CONIUGATI NATURALI;;
002792048;ESTROGENI CONIUGATI NATURALI;;
002792051;N.D.;0;N.D.
002792063;ESTROGENI CONIUGATI NATURALI;;
002792075;ESTROGENI CONIUGATI NATURALI;;
002792087;ESTROGENI CONIUGATI NATURALI;;
002792099;ESTROGENI CONIUGATI NATURALI;;
002792101;ESTROGENI CONIUGATI NATURALI;;
002792113;N.D.;0;N.D.
002792125;ESTROGENI CONIUGATI NATURALI;;
002792137;N.D.;0;N.D.
002792149;N.D.;0;N.D.
002792152;N.D.;0;N.D.
002792164;N.D.;0;N.D.
002792176;ESTROGENI CONIUGATI NATURALI;;
002792188;ESTROGENI CONIUGATI NATURALI;;
002792190;ESTROGENI CONIUGATI NATURALI;;
002792202;ESTROGENI CONIUGATI NATURALI;;
002792214;N.D.;0;N.D.
002792226;ESTROGENI CONIUGATI NATURALI;0.45;milligrammi
002792226;ESTROGENI CONIUGATI NATURALI;0.45;MG
002799017;N.D.;0;N.D.
002799029;N.D.;0;N.D.
002806014;N.D.;0;N.D.
002806026;N.D.;0;N.D.
002806038;N.D.;0;N.D.
002806040;N.D.;0;N.D.
002806053;N.D.;0;N.D.
002806065;N.D.;0;N.D.
002806077;PROPIFENAZONE/PARACETAMOLO;;
002806089;PROPIFENAZONE/PARACETAMOLO;;MG
002806089;PROPIFENAZONE/PARACETAMOLO;;milligrammi
002806091;PROPIFENAZONE/PARACETAMOLO;;milligrammi
002806091;PROPIFENAZONE/PARACETAMOLO;;MG
002807016;FITOTERAPICI;;
002807028;FITOTERAPICI;;
002807030;RABARBARO ESTRATTO SECCO IDROALCOLICO/CASCARA ESTRATTO SECCO DEPURATO;;
002807042;BOLDO/CASCARA SAGRADA/RABARBARO/ARANCIO AMARO;;
002832018;COMPLESSO VITAMINICO;;
002832020;COMPLESSO VITAMINICO;;
002832032;COMPLESSO VITAMINICO;;
002832044;COMPLESSO VITAMINICO;;
002839013;N.D.;0;N.D.
002839025;N.D.;0;N.D.
002839037;N.D.;0;N.D.
002851018;FENITOINA SODICA;;
002851018;METILFENOBARBITALE;;
002851020;FENITOINA SODICA;;
002851020;METILFENOBARBITALE;;
002860017;FENOBARBITALE SODICO;;
002860029;FENOBARBITALE;;
002860031;FENOBARBITALE;;
002860043;FENOBARBITALE;;
002866010;CLORAMFENICOLO;;
002866022;CLORAMFENICOLO;;
002866034;CLORAMFENICOLO;;N.D.
002866046;CLORAMFENICOLO;5000;MG
002866046;CLORAMFENICOLO;5000;milligrammi
002866059;CLORAMFENICOLO;2500;MG
002866059;CLORAMFENICOLO;2500;milligrammi
002866061;CLORAMFENICOLO;;N.D.
002866073;CLORAMFENICOLO;;N.D.
002866085;CLORAMFENICOLO;;N.D.
002866097;CLORAMFENICOLO;2500;MG
002866097;CLORAMFENICOLO;2500;milligrammi
002866109;CLORAMFENICOLO;;N.D.
002866111;CLORAMFENICOLO;;N.D.
002866123;CLORAMFENICOLO;;
002866135;CLORAMFENICOLO;;N.D.
002866147;CLORAMFENICOLO;;N.D.
002866150;CLORAMFENICOLO;;
002866162;CLORAMFENICOLO;;N.D.
002866174;CLORAMFENICOLO;;
002866186;CLORAMFENICOLO;;
002866198;CLORAMFENICOLO;;N.D.
002866200;CLORAMFENICOLO;;N.D.
002866212;CLORAMFENICOLO;;
002866224;CLORAMFENICOLO;;N.D.
002866236;CLORAMFENICOLO;;N.D.
002866248;CLORAMFENICOLO;;N.D.
002866251;CLORAMFENICOLO;;N.D.
002868014;ESTRADIOLO BENZOATO/PROGESTERONE;;MG
002868014;ESTRADIOLO BENZOATO/PROGESTERONE;;milligrammi
002876011;PILOCARPINA CLORIDRATO;;
002876023;PILOCARPINA CLORIDRATO;;
002877013;N.D.;0;N.D.
002877025;N.D.;0;N.D.
002877037;N.D.;0;N.D.
002877049;N.D.;0;N.D.
002877052;N.D.;0;N.D.
002877064;N.D.;0;N.D.
002880019;N.D.;0;N.D.
002880021;FENOLFTALEINA/CASCARA/BILE BOVINA ESTRATTO/RABARBARO;;
002884017;N.D.;0;N.D.
002895011;N.D.;0;N.D.
002906016;DIMENIDRINATO;50;MG
002906016;DIMENIDRINATO;50;milligrammi
002906028;DIMENIDRINATO;;
002906030;DIMENIDRINATO;50;MG
002906030;DIMENIDRINATO;50;milligrammi
002916017;N.D.;0;N.D.
002918011;PAPAVERINA CLORIDRATO;;
002918011;BELLADONNA;;
002918023;BELLADONNA;;
002918023;PAPAVERINA CLORIDRATO;;
002918035;BELLADONNA;;
002918035;PAPAVERINA CLORIDRATO;;
002918047;PAPAVERINA CLORIDRATO;;
002918047;BELLADONNA;;
002918050;PAPAVERINA CLORIDRATO;;
002918050;BELLADONNA;;
002919013;N.D.;0;N.D.
002919025;N.D.;0;N.D.
002919037;N.D.;0;N.D.
002919049;N.D.;0;N.D.
002919052;N.D.;0;N.D.
002919064;N.D.;0;N.D.
002922019;TESTOSTERONE PROPIONATO;;N.D.
002922021;TESTOSTERONE PROPIONATO;;N.D.
002922033;TESTOSTERONE PROPIONATO;;N.D.
002922045;TESTOSTERONE ENANTATO/TESTOSTERONE PROPIONATO;;N.D.
002922058;TESTOSTERONE ENANTATO/TESTOSTERONE PROPIONATO;;N.D.
002922060;TESTOSTERONE ENANTATO;250;milligram(s)/millilitre
002922072;TESTOSTERONE ENANTATO;250;milligram(s)/millilitre
002924013;FRANGOLA/BOLDO;;
002924025;FRANGOLA/BOLDO;;
002924037;FRANGOLA/BOLDO;;
002946010;BENZALCONIO CLORURO;;N.D.
002952012;ACIDO ASCORBICO;;
002952024;ACIDO ASCORBICO;;
002952036;ACIDO ASCORBICO;;
002952048;N.D.;0;N.D.
002952051;ACIDO ASCORBICO;;
002952063;ACIDO ASCORBICO;;
002955019;DIMENIDRINATO;;
002955021;DIMENIDRINATO;;
002955033;DIMENIDRINATO;;
002955058;DIMENIDRINATO;;
002955060;DIMENIDRINATO;;
002955072;DIMENIDRINATO;;
002955108;DIMENIDRINATO;;
002955110;DIMENIDRINATO;;N.D.
002955122;DIMENIDRINATO;;
002955134;DIMENIDRINATO;;
002961011;VACCINO CATARRALE CURATIVO E PROFILATTICO;;
002961023;N.D.;0;N.D.
002962013;NITROFURAZONE;;
002962025;NITROFURAZONE;;
002962037;NITROFURAZONE;;
002962049;N.D.;0;N.D.
002963015;FITOTERAPICI;;
002977015;N.D.;0;N.D.
002977027;N.D.;0;N.D.
002977039;N.D.;0;N.D.
002991014;COMPLESSO VITAMINICO;;
002991026;COMPLESSO VITAMINICO;;milligrammi
002991026;COMPLESSO VITAMINICO;;MG
002991038;COMPLESSO VITAMINICO;;
002991040;COMPLESSO VITAMINICO;;
002992016;STREPTOMICINA SOLFATO;1e+06;international unit(s)
003008012;DEQUALINIO CLORURO/MENTOLO/EUCALIPTOLO;;
003008024;N.D.;0;N.D.
003008036;N.D.;0;N.D.
003008048;MENTOLO/EUCALIPTOLO/CANFORA;;
003008051;GUAIFENESINA/MENTOLO/EUCALIPTOLO;;
003008063;GUAIFENESINA/LEVOMENTOLO/EUCALIPTOLO/CANFORA;;
003011018;NITROFURAZONE;;
003018013;AMINOSALICILATO SODICO;;
003023013;N.D.;0;N.D.
003023025;N.D.;0;N.D.
003023037;FENOLFTALEINA;;
003023049;FENOLFTALEINA;;
003040019;N.D.;0;N.D.
003040021;N.D.;0;N.D.
003043015;N.D.;0;N.D.
003048016;N.D.;0;N.D.
003048028;N.D.;0;N.D.
003049018;ACIDO UNDECILENICO;;
003049020;ACIDO UNDECILENICO;;
003060011;BENZILPENICILLINA SODICA;;
003060023;PENICILLINA G POTASSICA;1e+07;international unit(s)
003065012;N.D.;0;N.D.
003065024;N.D.;0;N.D.
003065036;N.D.;0;N.D.
003065048;N.D.;0;N.D.
003076015;N.D.;0;N.D.
003090014;ACIDO ASCORBICO;;
003090026;ACIDO ASCORBICO;;
003097019;VACCINO TIFOIDEO USO ORALE;;
003097021;VACCINO TIFOIDEO USO ORALE;;
003117013;N.D.;0;N.D.
003117025;N.D.;0;N.D.
003117037;N.D.;0;N.D.
003117049;CALCIO ASCORBATO;0;percent
003117052;CALCIO ASCORBATO;;
003117064;CALCIO ASCORBATO;;
003125010;SULFOGUAIACOLO;;
003136013;MENTOLO;;
003136013;CANFORA;;
003136025;CANFORA;415.4;MG
003136025;CANFORA;415.4;milligrammi
003136025;MENTOLO;415.4;MG
003136025;MENTOLO;415.4;milligrammi
003150012;N.D.;0;N.D.
003150024;N.D.;0;N.D.
003150036;N.D.;0;N.D.
003150048;N.D.;0;N.D.
003160013;N.D.;0;N.D.
003160025;FENOLFTALEINA;;
003164011;N.D.;0;N.D.
003188012;N.D.;0;N.D.
003188024;N.D.;0;N.D.
003188036;N.D.;0;N.D.
003207014;N.D.;0;N.D.
003208016;N.D.;0;N.D.
003208028;N.D.;0;N.D.
003214018;TIROTRICINA;1;milligrammi
003214018;TIROTRICINA;1;MG
003221013;N.D.;0;N.D.
003221025;N.D.;0;N.D.
003235013;NAFAZOLINA NITRATO;;
003235025;NAFAZOLINA NITRATO;;
003235037;NAFAZOLINA NITRATO;;
003235049;NAFAZOLINA NITRATO;;
003235052;NAFAZOLINA NITRATO;;
003235064;NAFAZOLINA NITRATO;;N.D.
003235076;NAFAZOLINA NITRATO;80;MG
003235076;NAFAZOLINA NITRATO;80;milligrammi
003246016;STROFANTINA K;;
003247018;GONADOTROPINA CORIONICA;;N.D.
003247020;GONADOTROPINA CORIONICA;;N.D.
003247032;GONADOTROPINA CORIONICA;;N.D.
